,ingredient,degree,sugar,base_spirit,occasion_id
269,"얼음,앱솔루트 보드카,핑크 그레이프프루트 주스,그레이프프루트",30,0,vodka,14
270,"얼음,잘게 부순 얼음,앱솔루트 바니리아,레몬 주스,자보티카바,정제된 설탕",36,1,vodka,14
271,"얼음,앱솔루트 보드카,파인애플 주스,소다수,어린 가지 민트",20,6,vodka,15
272,"얼음,앱솔루트 주스 스트로베리,토닉 워터,딸기",11,0,vodka,14
273,"얼음,잘게 부순 얼음,앱솔루트 보드카,레몬,정제된 설탕,토닉 워터,라임",36,7,vodka,22
274,"얼음,앱솔루트 페어,애플 주스,블루 큐라소,블랙베리",18,6,vodka,14
275,"앱솔루트 어피치,트리플 섹,꿀,애플 주스(핫),오렌지",37,13,vodka,14
276,"앱솔루트 보드카,크림 리큐어,멜론 리큐어",24,16,vodka,13
277,"얼음,앱솔루트 페어,소다수,라임 주스,배",29,2,vodka,22
278,"얼음,앱솔루트 엘릭스,진저비어,셰리,크렘 드 카시스,애플 주스,라임 주스,사과",14,6,vodka,22
279,"얼음,앱솔루트 보드카,파인애플 주스,트리플 섹,샴페인,마라스키노 베리,파인애플",18,15,vodka|champagne,14
280,"얼음,앱솔루트 보드카,압생트,그린 올리브",38,0,vodka,14
281,"얼음,앱솔루트 보드카,블루 큐라소,우유",21,12,vodka,14
282,"얼음,앱솔루트 보드카,라임 주스,체리 리큐어,계란 흰자,오렌지 큐라소,슈가시럽",19,11,vodka,15
283,"얼음,앱솔루트 보드카,빵집 오르주,레몬 주스,아쿠아파바",35,2,vodka,22
284,"얼음,앱솔루트 보드카,슈가시럽,오이,라임,소금,소다수",38,2,vodka,15
285,"잘게 부순 얼음,앱솔루트 라즈베리,사과즙,자몽주스,사과,라즈베리",19,3,vodka,22
286,"앱솔루트 보드카,핑크 그레이프프루트 주스,라임 주스,슈가시럽,핑크 페퍼",35,2,vodka,15
287,"얼음,앱솔루트 보드카,트리플 섹,블루 큐라소",39,1,vodka,4
288,"얼음,앱솔루트 체리,크랜베리 주스,애플 주스,아마레또,라임",6,11,vodka,14
289,"얼음,앱솔루트 시트론,캄파리,스위트 버무스,오렌지",28,12,vodka,15
290,"얼음,앱솔루트 주스 페어 & 엘더플라워,사이다,오렌지 주스,레몬",11,6,vodka,18
291,"얼음,앱솔루트 라즈베리,사이다,라즈베리",29,2,vodka,14
292,"잘게 부순 얼음,앱솔루트 보드카,슈가시럽,라임",38,2,vodka,14
293,"얼음,앱솔루트 시트론,슈가시럽,라임 주스,라임",36,2,vodka,14
294,"얼음,잘게 부순 얼음,앱솔루트 망고,레몬 주스,망고,핑크 페퍼,정제된 설탕",37,1,vodka,15
295,"얼음,앱솔루트 보드카,파인애플 주스,파인애플",30,3,vodka,21
296,"얼음,앱솔루트 엘릭스,레몬 토닉 워터,망고 주스,자몽주스,망고",7,5,vodka,22
297,"얼음,앱솔루트 체리,크랜베리 주스,핑크 그레이프프루트 주스,그레이프프루트",15,1,vodka,22
298,"얼음,앱솔루트 주스 애플,소다수,사과",11,7,vodka,22
299,"얼음,앱솔루트 보드카,레몬 주스,트리플 섹,오렌지 껍질",23,7,vodka,14
300,"얼음,앱솔루트 시트론,수박 주스,라임 주스,트리플 섹,슈가시럽,크랜베리 주스,수박,민트",36,2,vodka,22
301,"얼음,잘게 부순 얼음,앱솔루트 바니리아,레몬 주스,계피 시럽,파인애플 주스,레몬,아세로라",35,0,vodka,14
302,"얼음,앱솔루트 체리,콜라,체리,오렌지",30,2,vodka,15
303,"얼음,앱솔루트 주스 애플,진저엘,레몬에이드,비터즈,라임",31,0,vodka,15
304,"얼음,앱솔루트 워터멜론,토닉 워터,수박,라임",32,0,vodka,21
305,"잘게 부순 얼음,앱솔루트 라즈베리,블랙 커런트 리큐어,슈가시럽,라임 주스,라즈베리",37,0,vodka,14
306,"얼음,앱솔루트 패션프루트,라이치 주스,라임 주스,자스민 리큐어,식용 꽃",32,0,vodka,22
307,"앱솔루트 보드카,레몬 주스,라즈베리 코디얼",20,0,vodka,22
308,"얼음,앱솔루트 시트론,앱솔루트 맨드린,캄파리,크랜베리 주스,레몬 주스,트리플 섹",23,10,vodka,14
309,"얼음,앱솔루트 보드카,소다수,라임",30,2,vodka,14
310,"얼음,앱솔루트 시트론,레몬 주스,패션 프루트 리큐어,복숭아 리큐어",26,10,vodka,14
311,"앱솔루트 어피치,복숭아 비터즈,갈설탕(흰색),샴페인",36,1,vodka|champagne,14
312,"얼음,잘게 부순 얼음,앱솔루트 페어,애플 주스,계피 시럽,라임 주스,민트",19,5,vodka,14
313,"얼음,앱솔루트 망고,레몬 주스,슈가시럽,계란 흰자,망고,계피 스틱",34,2,vodka,14
314,"얼음,앱솔루트 보드카,핑크 그레이프프루트 주스,그레이프프루트",32,0,vodka,14
315,"얼음,앱솔루트 보드카,블루 큐라소,바나나 리큐어,피상 암본,마라스키노 베리,민트",24,14,vodka,13
316,"얼음,앱솔루트 보드카,크랜베리 주스,자몽주스,신선한 애플 주스,배 주스,레몬 주스,슈가시럽,오렌지 비터즈",15,7,vodka,14
317,"얼음,앱솔루트 맨드린,라임 주스,라이치",39,0,vodka,15
318,"얼음,앱솔루트 보드카,드라이 버무스,그린 올리브,레몬 껍질",39,0,vodka,14
319,"얼음,앱솔루트 그레이프프루트,앱솔루트 보드카,레몬 주스,슈가시럽,핑크 자몽",22,7,vodka,22
320,"얼음,앱솔루트 바니리아,신선한 애플 주스,사과즙,패션 프루트 주스,레몬 주스,사과",5,5,vodka,14
321,"얼음,앱솔루트 페어,애플 주스,레몬 주스,슈가시럽",36,1,vodka,14
322,"얼음,앱솔루트 주스 페어 & 엘더플라워,소다수,레몬",17,5,vodka,22
323,"잘게 부순 얼음,앱솔루트 라즈베리,레몬 주스,바질,정제된 설탕,라즈베리,블랙베리,소다수,레몬",34,5,vodka,4
324,"얼음,앱솔루트 어피치,라임 주스,복숭아 비터즈,진저비어,복숭아",38,0,vodka,14
325,"얼음,앱솔루트 어피치,오렌지 주스,석류즙,마라스키노 베리",30,2,vodka,14
326,"얼음,앱솔루트 라즈베리,크랜베리 주스,파인애플 주스,파인애플,라즈베리",34,1,vodka,14
327,"얼음,앱솔루트 바니리아,라임 주스,슈가시럽,파인애플 주스",35,1,vodka,14
328,"얼음,앱솔루트 보드카,우유,바닐라 추출물,계피 시럽,펌킨 스매시",36,1,vodka,22
329,"얼음,앱솔루트 보드카,말리부 럼,바나나 리큐어,하프 앤드 하프,멜론 리큐어",28,10,vodka,14
330,"얼음,앱솔루트 보드카,크랜베리 주스,라임",30,3,vodka,14
331,"얼음,앱솔루트 패션프루트,파인애플 주스,코코넛 크림,라임 주스,라임",20,5,vodka,22
332,"앱솔루트 망고,레몬 주스,패션 프루트,정제된 설탕",36,1,vodka,15
333,"얼음,앱솔루트 보드카,크랜베리 주스,라임 주스,민트잎,블루베리",36,0,vodka,22
334,"얼음,앱솔루트 보드카,크랜베리 주스,파인애플 주스,파인애플,라임",12,8,vodka,14
335,"얼음,앱솔루트 페어,자메이카 타입의 다크 럼,레몬 주스,슈가시럽,바닐라 리큐어,비터즈,멜론",20,14,vodka|rum,14
336,"얼음,앱솔루트 주스 애플,토닉 워터,사과",11,0,vodka,15
337,"얼음,앱솔루트 100,레몬 주스,레몬첼로,슈가시럽,바질,토닉 워터",20,9,vodka,14
338,"얼음,앱솔루트 보드카,크랜베리 주스,진저비어,오렌지",36,1,vodka,22
339,"얼음,앱솔루트 라즈베리,진저비어,라임 주스,라즈베리,레몬",29,0,vodka,14
340,"잘게 부순 얼음,앱솔루트 라즈베리,라즈베리,정제된 설탕,라임",37,1,vodka,14
341,"얼음,앱솔루트 보드카,비트 브라인,크랜베리 주스",32,1,vodka,22
342,"얼음,앱솔루트 라즈베리,블루 큐라소,라임 코디얼,사이다,레몬,라즈베리",32,12,vodka,14
343,"얼음,잘게 부순 얼음,앱솔루트 보드카,뽕나무,라즈베리,딸기,정제된 설탕,초콜릿과 오렌지 리큐어",39,2,vodka,13
344,"얼음,앱솔루트 보드카,화이트 초콜릿 리큐어,화이트 크렘 드 망트,초콜릿",32,6,vodka,14
345,"얼음,앱솔루트 시트론,캄파리,스위트 버무스,오렌지",28,12,vodka,15
346,"얼음,잘게 부순 얼음,앱솔루트 보드카,슈가시럽,레몬 주스,프란젤리코,잭푸르트",36,2,vodka,15
347,"앱솔루트 맨드린,토닉 워터,파인애플 주스,라임,파인애플",17,0,vodka,14
348,"얼음,앱솔루트 큐란트,크랜베리 주스,라임",30,3,vodka,14
349,"얼음,앱솔루트 시트론,슈가시럽,파인애플",39,0,vodka,15
350,"앱솔루트 보드카,크랜베리 주스,트리플 섹,라임 주스,생강",36,2,vodka,14
351,"얼음,비트가 함유된 보드카,코코넛 시럽,레몬 주스,진저주스,너트맥",36,0,vodka,21
352,"얼음,앱솔루트 애플,레몬,민트,진저엘",40,0,vodka,14
353,"얼음,앱솔루트 라즈베리,슈가시럽,라즈베리",37,0,vodka,15
354,"얼음,앱솔루트 보드카,아몬드향 리큐어,커피 콩,슈가시럽,초콜릿 비터즈",15,16,vodka,22
355,"얼음,앱솔루트 망고,슈가시럽,파인애플",36,2,vodka,14
356,"얼음,앱솔루트 보드카,라즈베리 퓌레,샴페인,라즈베리",20,17,vodka|champagne,14
357,"얼음,앱솔루트 엘릭스,말린 귤,스위트 버무스,토닉 워터,자몽 비터스,그린 올리브",20,8,vodka,22
358,"얼음,앱솔루트 바니리아,블루 큐라소,석류즙",28,13,vodka,14
359,"얼음,앱솔루트 보드카,드라이 버무스,라이트 럼,진,레몬 껍질,마라스키노 베리",35,0,vodka|gin|rum,14
360,"얼음,앱솔루트 페퍼,진저비어,셀러리,레몬",38,0,vodka,4
361,"얼음,앱솔루트 시트론,토닉 워터,바질",30,0,vodka,15
362,"얼음,앱솔루트 보드카,드라이 버무스,칵테일 어니언",36,0,vodka,14
363,"얼음,잘게 부순 얼음,앱솔루트 큐란트,블루베리 리큐어,라임 주스,블랙베리,라즈베리,블루베리",34,6,vodka,14
364,"얼음,앱솔루트 보드카,자몽주스,그레이프프루트",30,3,vodka,22
365,"얼음,앱솔루트 보드카,크랜베리 주스,라임 주스,사이다,어린 가지 레드 커런트",33,2,vodka,15
366,"얼음,앱솔루트 보드카,블랙베리 리큐어",33,6,vodka,22
367,"얼음,잘게 부순 얼음,앱솔루트 시트론,슈가시럽,레몬 주스,민트잎",38,1,vodka,13
368,"얼음,앱솔루트 보드카,릴레 루즈,설탕 시럽,초콜릿 비터즈,나선형 오렌지",37,0,vodka,22
369,"얼음,앱솔루트 보드카,자몽주스,아몬드향 리큐어,윌리엄 페어 리큐어",20,11,vodka,14
370,"얼음,앱솔루트 페어,라임 주스,사이다,어린 가지 민트,배",38,0,vodka,14
371,"얼음,앱솔루트 보드카,초콜릿 리큐어,초콜릿",39,0,vodka,14
372,"얼음,앱솔루트 페어,크랜베리 주스,레몬 주스,슈가시럽,크렘 드 카시스,배",13,16,vodka,14
373,"얼음,앱솔루트 보드카,파인애플 주스,바나나 리큐어",2,12,vodka,13
374,"얼음,앱솔루트 보드카,소다수,라임",18,6,vodka,22
375,"잘게 부순 얼음,앱솔루트 페어,레몬 주스,키위,오이,정제된 설탕",39,1,vodka,13
376,"얼음,앱솔루트 라임,파인애플 주스,블루 버터플라이 피 블로섬 추출물,진저 시럽,소다수,말린 버터플라이 피 블로섬",18,6,vodka,22
377,"얼음,앱솔루트 보드카,사이다,진저비어,레몬 주스,계피 스틱",18,3,vodka,15
378,"얼음,앱솔루트 보드카,블랙 라즈베리 리큐어,레몬",30,12,vodka,14
379,"얼음,앱솔루트 보드카,레몬 주스,슈가시럽,블랙 라즈베리 리큐어,블랙 커런트 리큐어,블랙베리",36,2,vodka,14
380,"얼음,앱솔루트 실란트로,스파클링 와인,석류 주스,라임 주스,오렌지",3,5,vodka,4
381,"얼음,앱솔루트 보드카,소다수,나선형 자몽 껍질",27,3,vodka,21
382,"얼음,앱솔루트 보드카,갈리아노,레몬 주스,스트레가,민트",28,5,vodka,15
383,"얼음,앱솔루트 보드카,파인애플 주스,피상 암본,귤 리큐어",12,7,vodka,14
384,"얼음,앱솔루트 맨드린,레몬 주스,패션 프루트 시럽",20,10,vodka,15
385,"얼음,앱솔루트 맨드린,캐러멜 시럽,비터즈,진저엘",38,0,vodka,14
386,"얼음,앱솔루트 어피치,소다수,파인애플 주스,레몬 주스,슈가시럽,레몬",27,3,vodka,14
387,"얼음,앱솔루트 100,오렌지 비터즈,마라스키노 베리,오렌지",49,0,vodka,14
388,"얼음,앱솔루트 보드카,딸기 리큐어",30,10,vodka,14
389,"얼음,앱솔루트 페어,트리플 섹,레몬 주스,라임",28,9,vodka,4
390,"얼음,앱솔루트 어피치,패션 프루트 주스,딸기 시럽,빨대,딸기",30,3,vodka,14
391,"얼음,앱솔루트 큐란트,딸기 리큐어,라임 주스,토닉 워터,사이다,어린 가지 민트,딸기",33,5,vodka,14
392,"얼음,앱솔루트 시트론,라즈베리,민트잎,사이다,라임",40,0,vodka,15
393,"얼음,앱솔루트 맨드린,트리플 섹,레몬 주스,오렌지",25,12,vodka,4
394,"얼음,앱솔루트 보드카,체리 리큐어,콜라,마라스키노 베리",35,6,vodka,22
395,"얼음,앱솔루트 맨드린,콜라,오렌지",30,2,vodka,14
396,"잘게 부순 얼음,앱솔루트 보드카,라즈베리 리큐어,블랙 라즈베리 리큐어,레몬 주스,샴페인,블랙베리",25,8,vodka|champagne,14
397,"얼음,앱솔루트 카니발 에디션,애플 주스,석류 주스",38,0,vodka,15
398,"얼음,앱솔루트 바니리아,라임 주스,꿀,딱총나무 꽃 코디얼,할라피뇨",34,4,vodka,12
399,"얼음,앱솔루트 보드카,비터즈",39,0,vodka,14
400,"얼음,앱솔루트 라임,딱총나무 꽃 코디얼,소다수,라임",35,8,vodka,4
401,"얼음,앱솔루트 보드카,크랜베리 주스,라임 주스,캄파리,아몬드 시럽,레몬",15,11,vodka,15
402,"얼음,앱솔루트 보드카,아마레또,복숭아맛 버본,라임 코디얼,오렌지 주스,파인애플 주스,석류즙,마라스키노 베리",15,18,vodka,14
403,"얼음,앱솔루트 망고,레몬 주스,슈가시럽,토닉 워터,망고",35,0,vodka,14
404,"잘게 부순 얼음,앱솔루트 보드카,키위 리큐어,슈가시럽,라임,키위",38,1,vodka,14
405,"얼음,앱솔루트 바니리아,라임 주스,애플 주스,라이치 리큐어,레몬 주스,황설탕,레몬 껍질",33,1,vodka,14
406,"얼음,앱솔루트 보드카,파인애플 주스,애플 주스,라임 주스,슈가시럽,파인애플",22,5,vodka,14
407,"얼음,앱솔루트 페어,애플 주스,크랜베리 주스,라임",12,8,vodka,14
408,"얼음,앱솔루트 보드카,에스프레소,깔루아,슈가시럽,커피 콩",37,1,vodka,15
409,"얼음,앱솔루트 시트론,토마토 주스,발사믹 식초,레몬 주스,마늘 소금,핫 소스,레몬",26,2,vodka,14
410,"얼음,앱솔루트 애플,아이스 티,슈가시럽,레몬 주스,민트,복숭아",26,5,vodka,14
411,"얼음,앱솔루트 바니리아,자몽주스,슈가시럽,오렌지 비터즈,레몬그라스",34,2,vodka,14
412,"앱솔루트 시트론,크랜베리 주스,샴페인",20,6,vodka|champagne,13
413,"얼음,앱솔루트 루비 레드,소다수,라임 주스,라임,핑크 자몽",23,3,vodka,22
414,"얼음,앱솔루트 보드카,비터 레몬,레몬,어린 가지 바질",40,0,vodka,15
415,"앱솔루트 보드카,골드쉬라거 리큐어,샴페인",40,2,vodka|champagne,14
416,"얼음,앱솔루트 페어,애플 주스,석류즙",38,0,vodka,14
417,"얼음,앱솔루트 보드카,드라이 버무스,딱총나무 꽃 코디얼",37,2,vodka,14
418,"앱솔루트 맨드린,전유,크림,트리플 섹,슈가시럽,초콜릿,오렌지",2,1,vodka,22
419,"앱솔루트 주스 애플,끓는 물,레몬 주스,꿀,개 계피",11,2,vodka,18
420,"얼음,앱솔루트 보드카,위스키/허니 리큐어,크림 리큐어",32,14,vodka,15
421,"앱솔루트 보드카,소다수,라임",27,3,vodka,22
422,"얼음,앱솔루트 보드카,레몬 주스,딱총나무 꽃 코디얼,슈가시럽,복숭아 비터즈,레몬 껍질",36,2,vodka,15
423,"잘게 부순 얼음,앱솔루트 보드카,초콜릿 리큐어,라임 주스,라임",28,6,vodka,13
424,"얼음,앱솔루트 보드카,헤이즐넛 리큐어,화이트 카카오 리큐어",39,1,vodka,15
425,"얼음,앱솔루트 그레이프,라임 주스,진저비어,포도",38,0,vodka,14
426,"얼음,앱솔루트 보드카,자몽주스,패션 프루트 리큐어",28,20,vodka,14
427,"얼음,앱솔루트 바니리아,라즈베리 리큐어,레몬 주스",35,1,vodka,14
428,"얼음,앱솔루트 보드카,크림,다크 카카오 리큐어,트리플 섹,오렌지",25,10,vodka,13
429,"얼음,앱솔루트 보드카,슈가시럽,멜론 리큐어,멜론,스파클링 와인",20,23,vodka,14
430,"얼음,앱솔루트 보드카,크랜베리 주스,블랙 라즈베리 리큐어,트리플 섹,딸기,바질",2,13,vodka,14
431,"얼음,앱솔루트 보드카,진저엘,크랜베리 주스,라임 주스,로즈마리,크랜베리",8,4,vodka,9
432,"얼음,앱솔루트 바니리아,루바브 리큐어,슈가시럽,레몬",29,16,vodka,13
433,"얼음,앱솔루트 100,캄파리,스위트 버무스,오렌지",47,2,vodka,21
434,"얼음,앱솔루트 라즈베리,라즈베리 소다,라즈베리",29,0,vodka,14
435,"잘게 부순 얼음,앱솔루트 맨드린,라이트 럼,라임 주스,슈가시럽,귤 리큐어,민트잎",23,10,vodka|rum,14
436,"얼음,앱솔루트 바니리아,냉커피,깔루아",1,6,vodka,10
437,"얼음,앱솔루트 맨드린,슈가시럽,핑크 그레이프프루트 주스,오렌지,빨대",39,0,vodka,14
438,"잘게 부순 얼음,앱솔루트 보드카,민트잎,정제된 설탕,레몬",39,2,vodka,22
439,"얼음,앱솔루트 보드카,크림,아마레또,크림 리큐어,깔루아",12,8,vodka,15
440,"얼음,앱솔루트 보드카,레몬 주스,파인애플 주스,블루 큐라소,파인애플",14,8,vodka,14
441,"얼음,앱솔루트 보드카,체리 브랜디",39,1,vodka,14
442,"얼음,앱솔루트 보드카,토닉 워터,포도 주스,라임",20,0,vodka,14
443,"얼음,앱솔루트 루비 레드,꿀,레몬 주스,민트",14,49,vodka,14
444,"얼음,앱솔루트 보드카,아마레또",20,10,vodka,13
445,"얼음,앱솔루트 보드카,화이트 초콜릿 리큐어,아몬드",30,10,vodka,14
