id,ingredient,degree,sugar,base_spirit,저녁 술,오후 술,식전 술,식후 술
242,"얼음,앱솔루트 큐란트,트리플 섹,라임 주스,크랜베리 주스,라임",4,2,vodka,1,0,0,0
243,"앱솔루트 시트론,레몬,패션 프루트,황설탕",4,1,vodka,1,0,0,0
244,"얼음,앱솔루트 시트론,엘더플라워 리큐르,레몬 주스,소다수,레몬",4,1,vodka,0,0,1,0
245,"얼음,앱솔루트 보드카,파인애플 시럽,릴렛 블랑,마라스키노 리큐어,바닐라 아이스크림,샴페인",2,3,vodka|champagne,1,0,0,0
246,"앱솔루트 맨드린,크랜베리 주스(핫),오렌지",3,1,vodka,0,1,0,0
247,"얼음,잘게 부순 얼음,앱솔루트 맨드린,갈리아노,레몬 주스",3,3,vodka,0,1,0,0
248,"얼음,앱솔루트 맨드린,오렌지 주스,크랜베리 주스,트리플 섹,오렌지",2,4,vodka,0,1,0,0
249,"얼음,앱솔루트 맨드린,오렌지 맛 브랜디,크림,우유,슈가시럽",3,3,vodka,1,0,0,0
250,"얼음,앱솔루트 바니리아,오렌지 주스,석류즙,오렌지",3,2,vodka,0,1,0,0
251,"얼음,앱솔루트 페어,망고 퓌레,슈가시럽,레몬 주스,소다수,레몬",2,3,vodka,0,1,0,0
252,"얼음,앱솔루트 패션프루트,망고 주스,라임 주스,사이다,라임,파인애플",2,4,vodka,0,0,0,0
253,"얼음,앱솔루트 100,깔루아,마라스키노 베리",4,3,vodka,0,0,0,0
254,"얼음,앱솔루트 보드카,블랙 라즈베리 리큐어,딸기 리큐어,블랙 커런트 리큐어,크림",3,4,vodka,0,0,0,1
255,"얼음,앱솔루트 페퍼,라즈베리 리큐어,크랜베리 주스,라즈베리",4,1,vodka,0,1,0,0
256,"얼음,앱솔루트 맨드린,진저엘,오렌지",3,1,vodka,0,1,0,0
257,"얼음,앱솔루트 보드카,드라이 버무스,진,비터즈",4,1,vodka|gin,1,0,0,0
258,"얼음,앱솔루트 보드카,파인애플 주스,라즈베리 리큐어,파인애플",2,3,vodka,0,0,1,0
259,"얼음,앱솔루트 라즈베리,진,블랙베리 리큐어",3,4,vodka|gin,0,1,0,0
260,"얼음,앱솔루트 보드카,레몬 주스,슈가시럽,소다수,체리,오렌지",4,2,vodka,0,1,0,0
261,"얼음,앱솔루트 라임,트리플 섹,크랜베리 주스,라임 주스,라임",3,4,vodka,0,0,0,0
262,"얼음,앱솔루트 워터멜론,콜라,라임,수박",4,2,vodka,0,0,0,0
263,"얼음,앱솔루트 엘릭스,자몽주스,아몬드 시럽,진저비어,아페롤,민트,그레이프프루트",2,5,vodka,0,0,0,0
264,"앱솔루트 워터멜론,라임,수박",4,1,vodka,0,0,0,0
265,"얼음,앱솔루트 라즈베리,라즈베리 리큐어,화이트 초콜릿 리큐어,크림",3,3,vodka,0,1,0,0
266,"잘게 부순 얼음,앱솔루트 보드카,크림,우유,바닐라 시럽,바나나",4,2,vodka,0,1,0,0
267,"얼음,앱솔루트 시트론,망고 퓌레,라임 주스,망고",4,1,vodka,0,1,0,0
268,"얼음,앱솔루트 보드카,체리 리큐어,레몬 주스,오렌지 주스,바나나 리큐어,바나나,마라스키노 베리",2,3,vodka,0,0,0,0
269,"얼음,앱솔루트 엘릭스,배 주스,차가운 랍상 수총 차,레몬 주스,슈가시럽,칼바도스,배 에센스,말린 레몬",1,3,vodka,1,0,0,0
270,"얼음,앱솔루트 보드카,핑크 그레이프프루트 주스,그레이프프루트",3,1,vodka,0,1,0,0
271,"얼음,잘게 부순 얼음,앱솔루트 바니리아,레몬 주스,자보티카바,정제된 설탕",4,2,vodka,0,1,0,0
272,"얼음,앱솔루트 보드카,파인애플 주스,소다수,어린 가지 민트",2,3,vodka,1,0,0,0
273,"얼음,앱솔루트 주스 스트로베리,토닉 워터,딸기",2,1,vodka,0,1,0,0
274,"얼음,잘게 부순 얼음,앱솔루트 보드카,레몬,정제된 설탕,토닉 워터,라임",4,3,vodka,0,0,0,0
275,"얼음,앱솔루트 페어,애플 주스,블루 큐라소,블랙베리",2,3,vodka,0,1,0,0
276,"앱솔루트 어피치,트리플 섹,꿀,애플 주스(핫),오렌지",4,4,vodka,0,1,0,0
277,"앱솔루트 보드카,크림 리큐어,멜론 리큐어",3,5,vodka,0,0,0,1
278,"얼음,앱솔루트 페어,소다수,라임 주스,배",3,2,vodka,0,0,0,0
279,"얼음,앱솔루트 엘릭스,진저비어,셰리,크렘 드 카시스,애플 주스,라임 주스,사과",2,3,vodka,0,0,0,0
280,"얼음,앱솔루트 보드카,파인애플 주스,트리플 섹,샴페인,마라스키노 베리,파인애플",2,5,vodka|champagne,0,1,0,0
281,"얼음,앱솔루트 보드카,압생트,그린 올리브",4,1,vodka,0,1,0,0
282,"얼음,앱솔루트 보드카,블루 큐라소,우유",3,4,vodka,0,1,0,0
283,"얼음,앱솔루트 보드카,라임 주스,체리 리큐어,계란 흰자,오렌지 큐라소,슈가시럽",2,4,vodka,1,0,0,0
284,"얼음,앱솔루트 보드카,빵집 오르주,레몬 주스,아쿠아파바",4,2,vodka,0,0,0,0
285,"얼음,앱솔루트 보드카,슈가시럽,오이,라임,소금,소다수",4,2,vodka,1,0,0,0
286,"잘게 부순 얼음,앱솔루트 라즈베리,사과즙,자몽주스,사과,라즈베리",2,2,vodka,0,0,0,0
287,"앱솔루트 보드카,핑크 그레이프프루트 주스,라임 주스,슈가시럽,핑크 페퍼",4,2,vodka,1,0,0,0
288,"얼음,앱솔루트 보드카,트리플 섹,블루 큐라소",4,2,vodka,0,0,1,0
289,"얼음,앱솔루트 체리,크랜베리 주스,애플 주스,아마레또,라임",1,4,vodka,0,1,0,0
290,"얼음,앱솔루트 시트론,캄파리,스위트 버무스,오렌지",3,4,vodka,1,0,0,0
291,"얼음,앱솔루트 주스 페어 & 엘더플라워,사이다,오렌지 주스,레몬",2,3,vodka,0,0,0,0
292,"얼음,앱솔루트 라즈베리,사이다,라즈베리",3,2,vodka,0,1,0,0
293,"잘게 부순 얼음,앱솔루트 보드카,슈가시럽,라임",4,2,vodka,0,1,0,0
294,"얼음,앱솔루트 시트론,슈가시럽,라임 주스,라임",4,2,vodka,0,1,0,0
295,"얼음,잘게 부순 얼음,앱솔루트 망고,레몬 주스,망고,핑크 페퍼,정제된 설탕",4,2,vodka,1,0,0,0
296,"얼음,앱솔루트 보드카,파인애플 주스,파인애플",3,2,vodka,0,0,0,0
297,"얼음,앱솔루트 엘릭스,레몬 토닉 워터,망고 주스,자몽주스,망고",1,3,vodka,0,0,0,0
298,"얼음,앱솔루트 체리,크랜베리 주스,핑크 그레이프프루트 주스,그레이프프루트",2,2,vodka,0,0,0,0
299,"얼음,앱솔루트 주스 애플,소다수,사과",2,3,vodka,0,0,0,0
300,"얼음,앱솔루트 보드카,레몬 주스,트리플 섹,오렌지 껍질",3,3,vodka,0,1,0,0
301,"얼음,앱솔루트 시트론,수박 주스,라임 주스,트리플 섹,슈가시럽,크랜베리 주스,수박,민트",4,2,vodka,0,0,0,0
302,"얼음,잘게 부순 얼음,앱솔루트 바니리아,레몬 주스,계피 시럽,파인애플 주스,레몬,아세로라",4,1,vodka,0,1,0,0
303,"얼음,앱솔루트 체리,콜라,체리,오렌지",3,2,vodka,1,0,0,0
304,"얼음,앱솔루트 주스 애플,진저엘,레몬에이드,비터즈,라임",4,1,vodka,1,0,0,0
305,"얼음,앱솔루트 워터멜론,토닉 워터,수박,라임",4,1,vodka,0,0,0,0
306,"잘게 부순 얼음,앱솔루트 라즈베리,블랙 커런트 리큐어,슈가시럽,라임 주스,라즈베리",4,1,vodka,0,1,0,0
307,"얼음,앱솔루트 패션프루트,라이치 주스,라임 주스,자스민 리큐어,식용 꽃",4,1,vodka,0,0,0,0
308,"앱솔루트 보드카,레몬 주스,라즈베리 코디얼",2,1,vodka,0,0,0,0
309,"얼음,앱솔루트 시트론,앱솔루트 맨드린,캄파리,크랜베리 주스,레몬 주스,트리플 섹",3,4,vodka,0,1,0,0
310,"얼음,앱솔루트 보드카,소다수,라임",3,2,vodka,0,1,0,0
311,"얼음,앱솔루트 시트론,레몬 주스,패션 프루트 리큐어,복숭아 리큐어",3,4,vodka,0,1,0,0
312,"앱솔루트 어피치,복숭아 비터즈,갈설탕(흰색),샴페인",4,2,vodka|champagne,0,1,0,0
313,"얼음,잘게 부순 얼음,앱솔루트 페어,애플 주스,계피 시럽,라임 주스,민트",2,3,vodka,0,1,0,0
314,"얼음,앱솔루트 망고,레몬 주스,슈가시럽,계란 흰자,망고,계피 스틱",4,2,vodka,0,1,0,0
315,"얼음,앱솔루트 보드카,핑크 그레이프프루트 주스,그레이프프루트",4,1,vodka,0,1,0,0
316,"얼음,앱솔루트 보드카,블루 큐라소,바나나 리큐어,피상 암본,마라스키노 베리,민트",3,5,vodka,0,0,0,1
317,"얼음,앱솔루트 보드카,크랜베리 주스,자몽주스,신선한 애플 주스,배 주스,레몬 주스,슈가시럽,오렌지 비터즈",2,3,vodka,0,1,0,0
318,"얼음,앱솔루트 맨드린,라임 주스,라이치",4,1,vodka,1,0,0,0
319,"얼음,앱솔루트 보드카,드라이 버무스,그린 올리브,레몬 껍질",4,1,vodka,0,1,0,0
320,"얼음,앱솔루트 그레이프프루트,앱솔루트 보드카,레몬 주스,슈가시럽,핑크 자몽",3,3,vodka,0,0,0,0
321,"얼음,앱솔루트 바니리아,신선한 애플 주스,사과즙,패션 프루트 주스,레몬 주스,사과",1,3,vodka,0,1,0,0
322,"얼음,앱솔루트 페어,애플 주스,레몬 주스,슈가시럽",4,2,vodka,0,1,0,0
323,"얼음,앱솔루트 주스 페어 & 엘더플라워,소다수,레몬",2,3,vodka,0,0,0,0
324,"잘게 부순 얼음,앱솔루트 라즈베리,레몬 주스,바질,정제된 설탕,라즈베리,블랙베리,소다수,레몬",4,3,vodka,0,0,1,0
325,"얼음,앱솔루트 어피치,라임 주스,복숭아 비터즈,진저비어,복숭아",4,1,vodka,0,1,0,0
326,"얼음,앱솔루트 어피치,오렌지 주스,석류즙,마라스키노 베리",3,2,vodka,0,1,0,0
327,"얼음,앱솔루트 라즈베리,크랜베리 주스,파인애플 주스,파인애플,라즈베리",4,2,vodka,0,1,0,0
328,"얼음,앱솔루트 바니리아,라임 주스,슈가시럽,파인애플 주스",4,2,vodka,0,1,0,0
329,"얼음,앱솔루트 보드카,우유,바닐라 추출물,계피 시럽,펌킨 스매시",4,2,vodka,0,0,0,0
330,"얼음,앱솔루트 보드카,말리부 럼,바나나 리큐어,하프 앤드 하프,멜론 리큐어",3,4,vodka,0,1,0,0
331,"얼음,앱솔루트 보드카,크랜베리 주스,라임",3,2,vodka,0,1,0,0
332,"얼음,앱솔루트 패션프루트,파인애플 주스,코코넛 크림,라임 주스,라임",2,3,vodka,0,0,0,0
333,"앱솔루트 망고,레몬 주스,패션 프루트,정제된 설탕",4,2,vodka,1,0,0,0
334,"얼음,앱솔루트 보드카,크랜베리 주스,라임 주스,민트잎,블루베리",4,1,vodka,0,0,0,0
335,"얼음,앱솔루트 보드카,크랜베리 주스,파인애플 주스,파인애플,라임",2,3,vodka,0,1,0,0
336,"얼음,앱솔루트 페어,자메이카 타입의 다크 럼,레몬 주스,슈가시럽,바닐라 리큐어,비터즈,멜론",2,5,vodka|rum,0,1,0,0
337,"얼음,앱솔루트 주스 애플,토닉 워터,사과",2,1,vodka,1,0,0,0
338,"얼음,앱솔루트 100,레몬 주스,레몬첼로,슈가시럽,바질,토닉 워터",2,4,vodka,0,1,0,0
339,"얼음,앱솔루트 보드카,크랜베리 주스,진저비어,오렌지",4,2,vodka,0,0,0,0
340,"얼음,앱솔루트 라즈베리,진저비어,라임 주스,라즈베리,레몬",3,1,vodka,0,1,0,0
341,"잘게 부순 얼음,앱솔루트 라즈베리,라즈베리,정제된 설탕,라임",4,2,vodka,0,1,0,0
342,"얼음,앱솔루트 보드카,비트 브라인,크랜베리 주스",4,2,vodka,0,0,0,0
343,"얼음,앱솔루트 라즈베리,블루 큐라소,라임 코디얼,사이다,레몬,라즈베리",4,4,vodka,0,1,0,0
344,"얼음,잘게 부순 얼음,앱솔루트 보드카,뽕나무,라즈베리,딸기,정제된 설탕,초콜릿과 오렌지 리큐어",4,2,vodka,0,0,0,1
345,"얼음,앱솔루트 보드카,화이트 초콜릿 리큐어,화이트 크렘 드 망트,초콜릿",4,3,vodka,0,1,0,0
346,"얼음,앱솔루트 시트론,캄파리,스위트 버무스,오렌지",3,4,vodka,1,0,0,0
347,"얼음,잘게 부순 얼음,앱솔루트 보드카,슈가시럽,레몬 주스,프란젤리코,잭푸르트",4,2,vodka,1,0,0,0
348,"앱솔루트 맨드린,토닉 워터,파인애플 주스,라임,파인애플",2,1,vodka,0,1,0,0
349,"얼음,앱솔루트 큐란트,크랜베리 주스,라임",3,2,vodka,0,1,0,0
350,"얼음,앱솔루트 시트론,슈가시럽,파인애플",4,1,vodka,1,0,0,0
351,"앱솔루트 보드카,크랜베리 주스,트리플 섹,라임 주스,생강",4,2,vodka,0,1,0,0
352,"얼음,비트가 함유된 보드카,코코넛 시럽,레몬 주스,진저주스,너트맥",4,1,vodka,0,0,0,0
353,"얼음,앱솔루트 애플,레몬,민트,진저엘",4,1,vodka,0,1,0,0
354,"얼음,앱솔루트 라즈베리,슈가시럽,라즈베리",4,1,vodka,1,0,0,0
355,"얼음,앱솔루트 보드카,아몬드향 리큐어,커피 콩,슈가시럽,초콜릿 비터즈",2,5,vodka,0,0,0,0
356,"얼음,앱솔루트 망고,슈가시럽,파인애플",4,2,vodka,0,1,0,0
357,"얼음,앱솔루트 보드카,라즈베리 퓌레,샴페인,라즈베리",2,5,vodka|champagne,0,1,0,0
358,"얼음,앱솔루트 엘릭스,말린 귤,스위트 버무스,토닉 워터,자몽 비터스,그린 올리브",2,3,vodka,0,0,0,0
359,"얼음,앱솔루트 바니리아,블루 큐라소,석류즙",3,4,vodka,0,1,0,0
360,"얼음,앱솔루트 보드카,드라이 버무스,라이트 럼,진,레몬 껍질,마라스키노 베리",4,1,vodka|gin|rum,0,1,0,0
361,"얼음,앱솔루트 페퍼,진저비어,셀러리,레몬",4,1,vodka,0,0,1,0
362,"얼음,앱솔루트 시트론,토닉 워터,바질",3,1,vodka,1,0,0,0
363,"얼음,앱솔루트 보드카,드라이 버무스,칵테일 어니언",4,1,vodka,0,1,0,0
364,"얼음,잘게 부순 얼음,앱솔루트 큐란트,블루베리 리큐어,라임 주스,블랙베리,라즈베리,블루베리",4,3,vodka,0,1,0,0
365,"얼음,앱솔루트 보드카,자몽주스,그레이프프루트",3,2,vodka,0,0,0,0
366,"얼음,앱솔루트 보드카,크랜베리 주스,라임 주스,사이다,어린 가지 레드 커런트",4,2,vodka,1,0,0,0
367,"얼음,앱솔루트 보드카,블랙베리 리큐어",4,3,vodka,0,0,0,0
368,"얼음,잘게 부순 얼음,앱솔루트 시트론,슈가시럽,레몬 주스,민트잎",4,2,vodka,0,0,0,1
369,"얼음,앱솔루트 보드카,릴레 루즈,설탕 시럽,초콜릿 비터즈,나선형 오렌지",4,1,vodka,0,0,0,0
370,"얼음,앱솔루트 보드카,자몽주스,아몬드향 리큐어,윌리엄 페어 리큐어",2,4,vodka,0,1,0,0
371,"얼음,앱솔루트 페어,라임 주스,사이다,어린 가지 민트,배",4,1,vodka,0,1,0,0
372,"얼음,앱솔루트 보드카,초콜릿 리큐어,초콜릿",4,1,vodka,0,1,0,0
373,"얼음,앱솔루트 페어,크랜베리 주스,레몬 주스,슈가시럽,크렘 드 카시스,배",2,5,vodka,0,1,0,0
374,"얼음,앱솔루트 보드카,파인애플 주스,바나나 리큐어",1,4,vodka,0,0,0,1
375,"얼음,앱솔루트 보드카,소다수,라임",2,3,vodka,0,0,0,0
376,"잘게 부순 얼음,앱솔루트 페어,레몬 주스,키위,오이,정제된 설탕",4,2,vodka,0,0,0,1
377,"얼음,앱솔루트 라임,파인애플 주스,블루 버터플라이 피 블로섬 추출물,진저 시럽,소다수,말린 버터플라이 피 블로섬",2,3,vodka,0,0,0,0
378,"얼음,앱솔루트 보드카,사이다,진저비어,레몬 주스,계피 스틱",2,2,vodka,1,0,0,0
379,"얼음,앱솔루트 보드카,블랙 라즈베리 리큐어,레몬",3,4,vodka,0,1,0,0
380,"얼음,앱솔루트 보드카,레몬 주스,슈가시럽,블랙 라즈베리 리큐어,블랙 커런트 리큐어,블랙베리",4,2,vodka,0,1,0,0
381,"얼음,앱솔루트 실란트로,스파클링 와인,석류 주스,라임 주스,오렌지",1,3,vodka,0,0,1,0
382,"얼음,앱솔루트 보드카,소다수,나선형 자몽 껍질",3,2,vodka,0,0,0,0
383,"얼음,앱솔루트 보드카,갈리아노,레몬 주스,스트레가,민트",3,3,vodka,1,0,0,0
384,"얼음,앱솔루트 보드카,파인애플 주스,피상 암본,귤 리큐어",2,3,vodka,0,1,0,0
385,"얼음,앱솔루트 맨드린,레몬 주스,패션 프루트 시럽",2,4,vodka,1,0,0,0
386,"얼음,앱솔루트 맨드린,캐러멜 시럽,비터즈,진저엘",4,1,vodka,0,1,0,0
387,"얼음,앱솔루트 어피치,소다수,파인애플 주스,레몬 주스,슈가시럽,레몬",3,2,vodka,0,1,0,0
388,"얼음,앱솔루트 100,오렌지 비터즈,마라스키노 베리,오렌지",5,1,vodka,0,1,0,0
389,"얼음,앱솔루트 보드카,딸기 리큐어",3,4,vodka,0,1,0,0
390,"얼음,앱솔루트 페어,트리플 섹,레몬 주스,라임",3,4,vodka,0,0,1,0
391,"얼음,앱솔루트 어피치,패션 프루트 주스,딸기 시럽,빨대,딸기",3,2,vodka,0,1,0,0
392,"얼음,앱솔루트 큐란트,딸기 리큐어,라임 주스,토닉 워터,사이다,어린 가지 민트,딸기",4,3,vodka,0,1,0,0
393,"얼음,앱솔루트 시트론,라즈베리,민트잎,사이다,라임",4,1,vodka,1,0,0,0
394,"얼음,앱솔루트 맨드린,트리플 섹,레몬 주스,오렌지",3,4,vodka,0,0,1,0
395,"얼음,앱솔루트 보드카,체리 리큐어,콜라,마라스키노 베리",4,3,vodka,0,0,0,0
396,"얼음,앱솔루트 맨드린,콜라,오렌지",3,2,vodka,0,1,0,0
397,"잘게 부순 얼음,앱솔루트 보드카,라즈베리 리큐어,블랙 라즈베리 리큐어,레몬 주스,샴페인,블랙베리",3,3,vodka|champagne,0,1,0,0
398,"얼음,앱솔루트 카니발 에디션,애플 주스,석류 주스",4,1,vodka,1,0,0,0
399,"얼음,앱솔루트 바니리아,라임 주스,꿀,딱총나무 꽃 코디얼,할라피뇨",4,3,vodka,0,0,0,0
400,"얼음,앱솔루트 보드카,비터즈",4,1,vodka,0,1,0,0
401,"얼음,앱솔루트 라임,딱총나무 꽃 코디얼,소다수,라임",4,3,vodka,0,0,1,0
402,"얼음,앱솔루트 보드카,크랜베리 주스,라임 주스,캄파리,아몬드 시럽,레몬",2,4,vodka,1,0,0,0
403,"얼음,앱솔루트 보드카,아마레또,복숭아맛 버본,라임 코디얼,오렌지 주스,파인애플 주스,석류즙,마라스키노 베리",2,5,vodka,0,1,0,0
404,"얼음,앱솔루트 망고,레몬 주스,슈가시럽,토닉 워터,망고",4,1,vodka,0,1,0,0
405,"잘게 부순 얼음,앱솔루트 보드카,키위 리큐어,슈가시럽,라임,키위",4,2,vodka,0,1,0,0
406,"얼음,앱솔루트 바니리아,라임 주스,애플 주스,라이치 리큐어,레몬 주스,황설탕,레몬 껍질",4,2,vodka,0,1,0,0
407,"얼음,앱솔루트 보드카,파인애플 주스,애플 주스,라임 주스,슈가시럽,파인애플",3,3,vodka,0,1,0,0
408,"얼음,앱솔루트 페어,애플 주스,크랜베리 주스,라임",2,3,vodka,0,1,0,0
409,"얼음,앱솔루트 보드카,에스프레소,깔루아,슈가시럽,커피 콩",4,2,vodka,1,0,0,0
410,"얼음,앱솔루트 시트론,토마토 주스,발사믹 식초,레몬 주스,마늘 소금,핫 소스,레몬",3,2,vodka,0,1,0,0
411,"얼음,앱솔루트 애플,아이스 티,슈가시럽,레몬 주스,민트,복숭아",3,3,vodka,0,1,0,0
412,"얼음,앱솔루트 바니리아,자몽주스,슈가시럽,오렌지 비터즈,레몬그라스",4,2,vodka,0,1,0,0
413,"앱솔루트 시트론,크랜베리 주스,샴페인",2,3,vodka|champagne,0,0,0,1
414,"얼음,앱솔루트 루비 레드,소다수,라임 주스,라임,핑크 자몽",3,2,vodka,0,0,0,0
415,"얼음,앱솔루트 보드카,비터 레몬,레몬,어린 가지 바질",4,1,vodka,1,0,0,0
416,"앱솔루트 보드카,골드쉬라거 리큐어,샴페인",4,2,vodka|champagne,0,1,0,0
417,"얼음,앱솔루트 페어,애플 주스,석류즙",4,1,vodka,0,1,0,0
418,"얼음,앱솔루트 보드카,드라이 버무스,딱총나무 꽃 코디얼",4,2,vodka,0,1,0,0
419,"앱솔루트 맨드린,전유,크림,트리플 섹,슈가시럽,초콜릿,오렌지",1,2,vodka,0,0,0,0
420,"앱솔루트 주스 애플,끓는 물,레몬 주스,꿀,개 계피",2,2,vodka,0,0,0,0
421,"얼음,앱솔루트 보드카,위스키/허니 리큐어,크림 리큐어",4,5,vodka,1,0,0,0
422,"앱솔루트 보드카,소다수,라임",3,2,vodka,0,0,0,0
423,"얼음,앱솔루트 보드카,레몬 주스,딱총나무 꽃 코디얼,슈가시럽,복숭아 비터즈,레몬 껍질",4,2,vodka,1,0,0,0
424,"잘게 부순 얼음,앱솔루트 보드카,초콜릿 리큐어,라임 주스,라임",3,3,vodka,0,0,0,1
425,"얼음,앱솔루트 보드카,헤이즐넛 리큐어,화이트 카카오 리큐어",4,2,vodka,1,0,0,0
426,"얼음,앱솔루트 그레이프,라임 주스,진저비어,포도",4,1,vodka,0,1,0,0
427,"얼음,앱솔루트 보드카,자몽주스,패션 프루트 리큐어",3,5,vodka,0,1,0,0
428,"얼음,앱솔루트 바니리아,라즈베리 리큐어,레몬 주스",4,2,vodka,0,1,0,0
